"ORDERTYPE","CHANNELID","SALESCHANNEL","SALESPERSON","CREATIONDATE","STOREID","SUBSALESCHANNEL"
"ESCHEATMENT","ERICSSON","Support","EMM",23/05/2023 03:03:25,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",23/05/2023 03:03:20,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",23/05/2023 03:03:13,"","Back Office and Support"
"ACTIVATION","CARE","Over the Phone","TESTING_TEAM",23/05/2023 02:23:18,"","Care"
"ACTIVATION","CARE","Over the Phone","TESTING_TEAM",23/05/2023 02:19:04,"","Care"
"ACTIVATION","CARE","Over the Phone","TESTING_TEAM",23/05/2023 02:00:43,"","Care"
"ACTIVATION","CARE","Over the Phone","TESTING_TEAM",23/05/2023 01:15:12,"","Care"
"ACTIVATION","CARE","Over the Phone","TESTING_TEAM",23/05/2023 01:04:57,"","Care"
"ACTIVATION","RETAIL","In-Person","RManage3",23/05/2023 00:27:57,"971C","Full Service"
"ADDALINE","RETAIL","In-Person","RManage3",23/05/2023 00:24:29,"8100","Full Service"
"ACTIVATION","RETAIL","In-Person","RManage3",23/05/2023 00:15:14,"8100","Full Service"
"ACTIVATION","RETAIL","In-Person","RManage3",22/05/2023 23:57:07,"971C","Full Service"
"ACTIVATION","CARE","Over the Phone","NMENDIR2",22/05/2023 23:22:50,"","Care"
"ACTIVATION","RETAIL","In-Person","RManage3",22/05/2023 22:15:06,"8100","Full Service"
"ACTIVATION","RETAIL","In-Person","RManage3",22/05/2023 21:01:30,"491","Full Service"
"ACTIVATION","RETAIL","In-Person","RManage3",22/05/2023 20:57:21,"8100","Full Service"
"ACTIVATION","RETAIL","In-Person","RManage3",22/05/2023 20:46:36,"8100","Full Service"
"ADDALINE","RETAIL","In-Person","RManage3",22/05/2023 20:36:55,"8100","Full Service"
"ACTIVATION","RETAIL","In-Person","RManage3",22/05/2023 20:20:47,"8100","Full Service"
"ACTIVATION","RETAIL","In-Person","RManage3",22/05/2023 19:59:38,"8100","Full Service"
"ACTIVATION","RETAIL","In-Person","ManagerRetail",22/05/2023 19:57:54,"7806","Full Service"
"ACTIVATION","RETAIL","In-Person","repretail",22/05/2023 19:55:53,"4683","Full Service"
"PURCHASEEQUIPMENT","RETAIL","In-Person","ManagerRetail",22/05/2023 19:55:18,"4683","Full Service"
"ACTIVATION","RETAIL","In-Person","RManage3",22/05/2023 19:49:50,"8100","Full Service"
"ACTIVATION","RETAIL","In-Person","RManage3",22/05/2023 19:33:52,"8100","Full Service"
"ACTIVATION","RETAIL","In-Person","RManage3",22/05/2023 06:55:02,"8100","Full Service"
"ACTIVATION","RETAIL","In-Person","ManagerRetail",22/05/2023 06:40:04,"7806","Full Service"
"ACTIVATION","RETAIL","In-Person","repretail",22/05/2023 06:38:07,"4683","Full Service"
"ACTIVATION","RETAIL","In-Person","ManagerRetail",22/05/2023 06:24:43,"7806","Full Service"
"ACTIVATION","RETAIL","In-Person","repretail",22/05/2023 06:22:41,"4683","Full Service"
"ACTIVATION","RETAIL","In-Person","RManage3",22/05/2023 03:18:30,"8100","Full Service"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",22/05/2023 03:12:08,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",22/05/2023 03:11:59,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",22/05/2023 03:09:13,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",22/05/2023 03:07:08,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",22/05/2023 03:06:48,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",22/05/2023 03:05:16,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",22/05/2023 03:04:59,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",22/05/2023 03:04:53,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",22/05/2023 03:04:10,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",22/05/2023 03:03:46,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",22/05/2023 03:03:45,"","Back Office and Support"
"ACTIVATION","RETAIL","In-Person","RManage3",22/05/2023 02:47:07,"8100","Full Service"
"CHANGESERVICESTATUS","CARE","Over the Phone","KVIKRAM2",22/05/2023 02:26:16,"","Care"
"CHANGESERVICESTATUS","CARE","Over the Phone","KVIKRAM2",22/05/2023 02:22:29,"","Care"
"ACTIVATION","RETAIL","In-Person","RManage3",22/05/2023 02:20:17,"8100","Full Service"
"ACTIVATION","CARE","Over the Phone","KVIKRAM2",22/05/2023 02:19:16,"","Care"
"ACTIVATION","RETAIL","In-Person","RManage3",22/05/2023 02:06:16,"8100","Full Service"
"MANAGERATEPLAN","CARE","Over the Phone","NMENDIR2",22/05/2023 01:54:44,"","Care"
"CHANGESERVICESTATUS","CARE","Over the Phone","KVIKRAM2",22/05/2023 01:54:16,"","Care"
"CHANGESERVICESTATUS","CARE","Over the Phone","NMENDIR2",22/05/2023 01:49:30,"","Care"
"CHANGESERVICESTATUS","CARE","Over the Phone","NMENDIR2",22/05/2023 01:45:45,"","Care"
"ACTIVATION","CARE","Over the Phone","NMENDIR2",22/05/2023 01:42:15,"","Care"
"ACTIVATION","RETAIL","In-Person","RManage3",22/05/2023 01:36:47,"8100","Full Service"
"EXCHANGE","RETAIL","In-Person","RManage3",22/05/2023 01:30:31,"491","Full Service"
"ACTIVATION","RETAIL","In-Person","ManagerRetail",22/05/2023 01:29:51,"7806","Full Service"
"ACTIVATION","RETAIL","In-Person","RManage3",22/05/2023 01:28:16,"8100","Full Service"
"ACTIVATION","RETAIL","In-Person","RManage3",22/05/2023 01:21:36,"8100","Full Service"
"ACTIVATION","CARE","Over the Phone","NMENDIR2",22/05/2023 01:19:39,"","Care"
"ACTIVATION","RETAIL","In-Person","RManage3",22/05/2023 01:18:37,"491","Full Service"
"ACTIVATION","RETAIL","In-Person","RManage3",22/05/2023 01:16:07,"8100","Full Service"
"ACTIVATION","CARE","Over the Phone","ZTMUS_SUP_CD",22/05/2023 01:15:32,"","Care"
"RETURN","RETAIL","In-Person","RManage3",22/05/2023 01:10:00,"8100","Full Service"
"ACTIVATION","CARE","Over the Phone","ZTMUS_SUP_CD",22/05/2023 01:09:32,"","Care"
"PURCHASEEQUIPMENT","RETAIL","In-Person","RManage3",22/05/2023 01:03:06,"8100","Full Service"
"PURCHASEEQUIPMENT","RETAIL","In-Person","RManage3",22/05/2023 00:42:27,"8100","Full Service"
"PURCHASEEQUIPMENT","RETAIL","In-Person","ManagerRetail",22/05/2023 00:32:11,"4683","Full Service"
"ACTIVATION","RETAIL","In-Person","ManagerRetail",21/05/2023 21:43:25,"7806","Full Service"
"PURCHASEEQUIPMENT","RETAIL","In-Person","ManagerRetail",21/05/2023 21:37:59,"4683","Full Service"
"ACTIVATION","RETAIL","In-Person","repretail",21/05/2023 21:34:11,"4683","Full Service"
"ACTIVATION","RETAIL","In-Person","RManage3",19/05/2023 08:30:37,"8100","Full Service"
"ACTIVATION","RETAIL","In-Person","RManage3",19/05/2023 08:22:52,"8100","Full Service"
"ESCHEATMENT","ERICSSON","Support","EMM",19/05/2023 03:13:43,"","Back Office and Support"
"POSTPAYMENT","ERICSSON","Support","EMM",19/05/2023 03:09:00,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",19/05/2023 03:08:39,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",19/05/2023 03:08:12,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",19/05/2023 03:07:20,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",19/05/2023 03:06:47,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",19/05/2023 03:02:22,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",19/05/2023 03:01:56,"","Back Office and Support"
"ACTIVATION","RETAIL","In-Person","RManage3",19/05/2023 01:37:28,"8100","Full Service"
"ACTIVATION","RETAIL","In-Person","RManage3",19/05/2023 01:33:07,"8100","Full Service"
"ACTIVATION","RETAIL","In-Person","RManage3",19/05/2023 01:31:10,"8100","Full Service"
"ACTIVATION","RETAIL","In-Person","RManage3",19/05/2023 00:20:44,"8100","Full Service"
"ACTIVATION","RETAIL","In-Person","RManage3",19/05/2023 00:10:20,"8100","Full Service"
"PURCHASEEQUIPMENT","RETAIL","In-Person","RManage3",18/05/2023 22:45:18,"8100","Full Service"
"ACTIVATION","RETAIL","In-Person","RManage3",18/05/2023 22:25:39,"8100","Full Service"
"ACTIVATION","CARE","Over the Phone","AMUKHER2",18/05/2023 22:25:05,"","Care"
"PURCHASEEQUIPMENT","RETAIL","In-Person","ManagerRetail",18/05/2023 22:19:41,"4683","Full Service"
"PURCHASEEQUIPMENT","RETAIL","In-Person","ManagerRetail",18/05/2023 19:58:55,"4683","Full Service"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",18/05/2023 03:06:20,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",18/05/2023 03:05:32,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",18/05/2023 03:04:41,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",18/05/2023 03:04:15,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",18/05/2023 03:03:25,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",18/05/2023 03:03:11,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",18/05/2023 03:01:45,"","Back Office and Support"
"ACTIVATION","CARE","Over the Phone","AMUKHER2",18/05/2023 01:53:35,"","Care"
"EXCHANGE","RETAIL","In-Person","RManage3",18/05/2023 01:42:17,"8100","Full Service"
"ACTIVATION","RETAIL","In-Person","RManage3",18/05/2023 01:37:09,"8100","Full Service"
"EXCHANGE","RETAIL","In-Person","RManage3",18/05/2023 01:35:20,"8100","Full Service"
"ACTIVATION","RETAIL","In-Person","RManage3",18/05/2023 01:25:03,"8100","Full Service"
"EXCHANGE","RETAIL","In-Person","RManage3",18/05/2023 01:20:48,"8100","Full Service"
"ACTIVATION","CARE","Over the Phone","TESTING_TEAM",18/05/2023 01:01:34,"","Care"
"ACTIVATION","RETAIL","In-Person","RManage3",18/05/2023 00:58:15,"8100","Full Service"
"ACTIVATION","RETAIL","In-Person","RManage3",18/05/2023 00:50:15,"8100","Full Service"
"EXCHANGE","RETAIL","In-Person","RManage3",18/05/2023 00:42:52,"8100","Full Service"
"ADDALINE","RETAIL","In-Person","RManage3",18/05/2023 00:41:50,"8100","Full Service"
"ACTIVATION","RETAIL","In-Person","ManagerRetail",18/05/2023 00:35:16,"7806","Full Service"
"RETURN","RETAIL","In-Person","RManage3",18/05/2023 00:28:54,"8100","Full Service"
"ACTIVATION","RETAIL","In-Person","RManage3",18/05/2023 00:04:04,"491","Full Service"
"ACTIVATION","RETAIL","In-Person","RManage3",18/05/2023 00:02:01,"491","Full Service"
"ADDALINE","RETAIL","In-Person","RManage3",17/05/2023 23:49:47,"8100","Full Service"
"ACTIVATION","RETAIL","In-Person","RManage3",17/05/2023 23:45:29,"8100","Full Service"
"ACTIVATION","RETAIL","In-Person","ManagerRetail",17/05/2023 23:43:13,"7806","Full Service"
"ACTIVATION","RETAIL","In-Person","ManagerRetail",17/05/2023 23:38:31,"7806","Full Service"
"ACTIVATION","RETAIL","In-Person","RManage3",17/05/2023 23:37:14,"971C","Full Service"
"ADDALINE","RETAIL","In-Person","RManage3",17/05/2023 23:35:39,"8100","Full Service"
"ACTIVATION","RETAIL","In-Person","ManagerRetail",17/05/2023 23:28:06,"7806","Full Service"
"ACTIVATION","RETAIL","In-Person","RManage3",17/05/2023 23:23:36,"971C","Full Service"
"RETURN","RETAIL","In-Person","RManage3",17/05/2023 23:21:22,"8100","Full Service"
"ADDALINE","RETAIL","In-Person","RManage3",17/05/2023 23:06:45,"8100","Full Service"
"ACTIVATION","RETAIL","In-Person","RManage3",17/05/2023 22:46:10,"971C","Full Service"
"ADDALINE","RETAIL","In-Person","RManage3",17/05/2023 22:27:24,"8100","Full Service"
"ADDALINE","RETAIL","In-Person","RManage3",17/05/2023 22:18:52,"971C","Full Service"
"ACTIVATION","RETAIL","In-Person","RManage3",17/05/2023 22:12:43,"491","Full Service"
"ACTIVATION","RETAIL","In-Person","RManage3",17/05/2023 22:08:26,"971C","Full Service"
"ACTIVATION","RETAIL","In-Person","ManagerRetail",17/05/2023 22:07:43,"7806","Full Service"
"ACTIVATION","RETAIL","In-Person","RManage3",17/05/2023 21:35:01,"971C","Full Service"
"ACTIVATION","RETAIL","In-Person","RManage3",17/05/2023 21:16:21,"971C","Full Service"
"ACTIVATION","RETAIL","In-Person","RManage3",17/05/2023 21:14:01,"971C","Full Service"
"ACTIVATION","RETAIL","In-Person","ManagerRetail",17/05/2023 20:04:18,"7806","Full Service"
"ACTIVATION","RETAIL","In-Person","repretail",17/05/2023 20:02:17,"4683","Full Service"
"PURCHASEEQUIPMENT","RETAIL","In-Person","ManagerRetail",17/05/2023 19:57:48,"4683","Full Service"
"ACTIVATION","RETAIL","In-Person","RManage3",17/05/2023 08:26:15,"8100","Full Service"
"ACTIVATION","RETAIL","In-Person","RManage3",17/05/2023 08:16:13,"8100","Full Service"
"ACTIVATION","RETAIL","In-Person","RManage3",17/05/2023 07:46:17,"8100","Full Service"
"ACTIVATION","RETAIL","In-Person","RManage3",17/05/2023 07:12:48,"8100","Full Service"
"ACTIVATION","RETAIL","In-Person","ManagerRetail",17/05/2023 07:07:09,"7806","Full Service"
"ACTIVATION","RETAIL","In-Person","RManage3",17/05/2023 07:06:34,"8100","Full Service"
"ACTIVATION","RETAIL","In-Person","repretail",17/05/2023 07:05:09,"4683","Full Service"
"ACTIVATION","RETAIL","In-Person","RManage3",17/05/2023 07:03:03,"8100","Full Service"
"ACTIVATION","RETAIL","In-Person","RManage3",17/05/2023 06:54:08,"8100","Full Service"
"ACTIVATION","RETAIL","In-Person","RManage3",17/05/2023 05:39:31,"971C","Full Service"
"ACTIVATION","RETAIL","In-Person","RManage3",17/05/2023 05:08:55,"971C","Full Service"
"ADDALINE","RETAIL","In-Person","RManage3",17/05/2023 04:44:46,"8100","Full Service"
"ACTIVATION","RETAIL","In-Person","RManage3",17/05/2023 04:41:44,"8100","Full Service"
"ACTIVATION","RETAIL","In-Person","RManage3",17/05/2023 04:22:05,"8100","Full Service"
"ACTIVATION","RETAIL","In-Person","RManage3",17/05/2023 04:14:17,"491","Full Service"
"ACTIVATION","RETAIL","In-Person","RManage3",17/05/2023 04:03:35,"971C","Full Service"
"ACTIVATION","RETAIL","In-Person","RManage3",17/05/2023 03:51:51,"8100","Full Service"
"ACTIVATION","RETAIL","In-Person","RManage3",17/05/2023 03:45:42,"8100","Full Service"
"ACTIVATION","RETAIL","In-Person","RManage3",17/05/2023 03:35:50,"8100","Full Service"
"ESCHEATMENT","ERICSSON","Support","EMM",17/05/2023 03:09:43,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",17/05/2023 03:09:43,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",17/05/2023 03:09:41,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",17/05/2023 03:09:15,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",17/05/2023 03:09:12,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",17/05/2023 03:09:09,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",17/05/2023 03:09:05,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",17/05/2023 03:08:36,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",17/05/2023 03:08:33,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",17/05/2023 03:08:03,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",17/05/2023 03:07:41,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",17/05/2023 03:07:05,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",17/05/2023 03:07:05,"","Back Office and Support"
"MANAGERATEPLAN","ERICSSON","Support","EMM",17/05/2023 03:06:33,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",17/05/2023 03:06:17,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",17/05/2023 03:05:18,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",17/05/2023 03:05:11,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",17/05/2023 03:04:47,"","Back Office and Support"
"MANAGERATEPLAN","ERICSSON","Support","EMM",17/05/2023 03:04:43,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",17/05/2023 03:04:25,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",17/05/2023 03:04:19,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",17/05/2023 03:04:08,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",17/05/2023 03:03:53,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",17/05/2023 03:03:47,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",17/05/2023 03:03:06,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",17/05/2023 03:02:40,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",17/05/2023 03:02:24,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",17/05/2023 03:02:19,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",17/05/2023 03:02:07,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",17/05/2023 03:01:54,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",17/05/2023 03:01:42,"","Back Office and Support"
"ACTIVATION","RETAIL","In-Person","RManage3",17/05/2023 02:53:06,"8100","Full Service"
"ACTIVATION","RETAIL","In-Person","RManage3",16/05/2023 23:04:12,"8100","Full Service"
"ADDALINE","RETAIL","In-Person","RManage3",16/05/2023 22:55:40,"8100","Full Service"
"ACTIVATION","CARE","Over the Phone","KVIKRAM2",16/05/2023 22:22:30,"","Care"
"ACTIVATION","RETAIL","In-Person","RManage3",16/05/2023 22:16:20,"8100","Full Service"
"ACTIVATION","RETAIL","In-Person","RManage3",16/05/2023 22:11:09,"971C","Full Service"
"ACTIVATION","RETAIL","In-Person","RManage3",16/05/2023 22:00:36,"8100","Full Service"
"ACTIVATION","RETAIL","In-Person","RManage3",16/05/2023 21:42:08,"971C","Full Service"
"ACTIVATION","CARE","Over the Phone","AMukher7",16/05/2023 21:25:56,"","TeleSales"
"ACTIVATION","RETAIL","In-Person","ManagerRetail",16/05/2023 20:39:05,"7806","Full Service"
"ACTIVATION","RETAIL","In-Person","repretail",16/05/2023 20:37:04,"4683","Full Service"
"PURCHASEEQUIPMENT","RETAIL","In-Person","ManagerRetail",16/05/2023 20:36:28,"4683","Full Service"
"PURCHASEEQUIPMENT","RETAIL","In-Person","ManagerRetail",16/05/2023 20:15:10,"4683","Full Service"
"ACTIVATION","CARE","Over the Phone","CManage4",16/05/2023 09:34:23,"","Care"
"ACTIVATION","CARE","Over the Phone","NMENDIR2",16/05/2023 09:01:15,"","Care"
"ACTIVATION","RETAIL","In-Person","RManage3",16/05/2023 08:55:30,"491","Full Service"
"EXCHANGE","RETAIL","In-Person","RManage3",16/05/2023 08:39:20,"8100","Full Service"
"ACTIVATION","RETAIL","In-Person","RManage3",16/05/2023 08:36:54,"8100","Full Service"
"ACTIVATION","RETAIL","In-Person","RManage3",16/05/2023 08:32:07,"8100","Full Service"
"RETURN","RETAIL","In-Person","RManage3",16/05/2023 08:01:22,"8100","Full Service"
"ACTIVATION","RETAIL","In-Person","RManage3",16/05/2023 07:58:14,"8100","Full Service"
"EXCHANGE","RETAIL","In-Person","RManage3",16/05/2023 07:49:59,"8100","Full Service"
"ACTIVATION","RETAIL","In-Person","RManage3",16/05/2023 07:43:29,"8100","Full Service"
"ACTIVATION","RETAIL","In-Person","RManage3",16/05/2023 07:37:39,"8100","Full Service"
"ACTIVATION","RETAIL","In-Person","RManage3",16/05/2023 07:12:51,"8100","Full Service"
"ACTIVATION","RETAIL","In-Person","RManage3",16/05/2023 05:44:24,"8100","Full Service"
"ACTIVATION","RETAIL","In-Person","RManage3",16/05/2023 04:56:54,"491","Full Service"
"ACTIVATION","RETAIL","In-Person","RManage3",16/05/2023 04:51:43,"8100","Full Service"
"ACTIVATION","RETAIL","In-Person","RManage3",16/05/2023 04:16:15,"8100","Full Service"
"ACTIVATION","RETAIL","In-Person","RManage3",16/05/2023 03:51:24,"971C","Full Service"
"ESCHEATMENT","ERICSSON","Support","EMM",16/05/2023 03:09:02,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",16/05/2023 03:08:08,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",16/05/2023 03:06:14,"","Back Office and Support"
"ESCHEATMENT","ERICSSON","Support","EMM",16/05/2023 03:02:23,"","Back Office and Support"
"CHANGESERVICESTATUS","ERICSSON","Support","EMM",16/05/2023 03:02:22,"","Back Office and Support"
